StudyID,Obs ID,DOI,DispersingAgent,DispersingAgent.SodiumHex,DispersingAgent.OtherSolution,DispersingAgent.GlassBeads,DispersingAgent.Sonication,DispersingAgent.Combo,FractionationMethod,FractionationMethod.Size,FractionationMethod.Density,FractionationMethod.SizeAndDensity,Continent,Continent.Africa,Continent.Asia,Continent.Australia,Continent.Europe,Continent.NorthAmerica,Continent.SouthAmerica,country,ResponseCalc,ResponseCalc.Direct,ResponseCalc.Indirect,rv type,summed,rv,mean control in g kg-1,mean treatment in g kg-1,sd control in g kg -1,sd treatment in g kg-1,sd imputed in g kg-1,control BD (Mg m-3),treat BD (Mg m-3),mean control in Mg ha-1,mean treatment in Mg ha-1,sd control in Mg ha-1,sd treatment in Mg ha-1,sd imputed in Mg ha-1,depth upper limit (cm),depth lower limit (cm),depth type,depth surface,depth subsoil,depth deepsoil,soilorder,soilorder.Alfisols,soilorder.Inceptisols,soilorder.Mollisols,soilorder.Oxisols,soilorder.Spodosols,soilorder.Ultisols,Baseline depth (cm),Baseline % sand,Baseline % silt,Baseline % clay,Baseline TOC %,Baseline pH,pH method,SoilCollectionSeason,SoilCollectionSeason.spring,SoilCollectionSeason.summer,SoilCollectionSeason.fall,SoilCollectionSeason.winter,location name,lat decimal,long decimal,maincrop,maincrop.cereal,maincrop.legume,maincrop.cereallegume,maincrop.otherrowcrop,maincrop.perennial,number of crop species in control,cover crop added,ccadded.grass,ccadded.legume,ccadded.grasslegume,ccadded.brassica,ccadded.grassbrassica,ccadded.legumebrassica,ccadded.grasslegumebrassica,total C inputs cover crops (Mg ha-1 yr-1),bg C inputs cover crops (Mg ha-1 yr-1),ag C inputs cover crops (Mg ha-1 yr-1),ag C inputs fallow (Mg ha-1 yr-1),ccseason,ccseason.spring,ccseason.summer,ccseason.fall,ccseason.winter,ccseason.yearround,number crop species added,duration (yr),reps,tillage,tillage conventional,tillage reducednotill,N fertilization rate (kg ha-1 yr-1),N type,residue removal (%),logRR type,logRR,percent change,var,Further notes,Further notes 2
deOl,0380,10.1590/18069657rbcs20150105,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,9.668674699,11.63253012,1.05659709,1.271208088,1,1.66,1.66,16.05,19.31,,,,10,20,subsoil,0,1,0,Oxisols,0,0,0,1,0,0,0-20,90.00,1.65,8.35,NA,5.85,water,spring,1,0,0,0,Rio Real,-11.4644444,-37.93638889,orange tree,0,0,0,0,1,1,millet,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,1,3,conventional,1,0,NA,NA,NA,gkg,0.185,20,0.0079615,,
deOl,0381,10.1590/18069657rbcs20150105,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,9.668674699,11.04216867,1.05659709,1.206693125,1,1.66,1.66,16.05,18.33,,,,10,20,subsoil,0,1,0,Oxisols,0,0,0,1,0,0,0-20,90.00,1.65,8.35,NA,5.85,water,spring,1,0,0,0,Rio Real,-11.4644444,-37.93638889,orange tree,0,0,0,0,1,1,jack bean,0,1,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,1,3,conventional,1,0,NA,NA,NA,gkg,0.133,14,0.0079615,,
deOl,0382,10.1590/18069657rbcs20150105,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,9.668674699,7.759036145,1.05659709,0.8479109358,1,1.66,1.66,16.05,12.88,,,,10,20,subsoil,0,1,0,Oxisols,0,0,0,1,0,0,0-20,90.00,1.65,8.35,NA,5.85,water,spring,1,0,0,0,Rio Real,-11.4644444,-37.93638889,orange tree,0,0,0,0,1,1,"jack bean, millet",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,2,1,3,conventional,1,0,NA,NA,NA,gkg,-0.220,-20,0.0079615,,
Duva,0433,10.1016/j.still.2016.04.006,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,13.9,13.4,1.518998209,1.464357986,1,1.33,1.33,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,0-25,10.20,69.90,19.90,1.66,NA,NA,NA,0,0,0,0,Santa Fe,-32.9558333,-61.305,soybean,0,1,0,0,0,1,wheat,1,0,0,0,0,0,0,NA,NA,3.25,NA,winter,0,0,0,1,0,1,5,3,no-till,0,1,0,NA,NA,gkg,-0.037,-4,0.0079615,wheat and oat fertilized with 51 kg N ha-1 as urea,
Duva,0434,10.1016/j.still.2016.04.006,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,13.9,14,1.518998209,1.529926254,1,1.33,1.33,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,0-25,10.20,69.90,19.90,1.66,NA,NA,NA,0,0,0,0,Santa Fe,-32.9558333,-61.305,soybean,0,1,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,3.27,NA,winter,0,0,0,1,0,1,5,3,no-till,0,1,0,NA,NA,gkg,0.007,1,0.0079615,wheat and oat fertilized with 51 kg N ha-1 as urea,
Duva,0435,10.1016/j.still.2016.04.006,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,13.9,13.9,1.518998209,1.518998209,1,1.33,1.33,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,0-25,10.20,69.90,19.90,1.66,NA,NA,NA,0,0,0,0,Santa Fe,-32.9558333,-61.305,soybean,0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,winter,0,0,0,1,0,2,5,3,no-till,0,1,0,NA,NA,gkg,0.000,0,0.0079615,wheat and oat fertilized with 51 kg N ha-1 as urea,
Duva,0436,10.1016/j.still.2016.04.006,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,13.9,13.6,1.518998209,1.486214075,1,1.33,1.33,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,0-25,10.20,69.90,19.90,1.66,NA,NA,NA,0,0,0,0,Santa Fe,-32.9558333,-61.305,soybean,0,1,0,0,0,1,vetch,0,1,0,0,0,0,0,NA,NA,1.75,NA,winter,0,0,0,1,0,1,5,3,no-till,0,1,0,NA,NA,gkg,-0.022,-2,0.0079615,wheat and oat fertilized with 51 kg N ha-1 as urea,
Guim,0560,10.1016/j.still.2020.104863,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,6.46,8.37,0.7059516857,0.9146773389,1,1.3366693,1.3359134,,,,,,10,20,subsoil,0,1,0,Inceptisols,0,1,0,0,0,0,0-20,40.75,19.50,39.75,1.06,5.35,NA,winter,0,0,0,1,Lavras,-21.2393889,-44.96905556,olive,0,0,0,0,1,1,jack bean,0,1,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,3,3,NA,0,0,31.26,inorganic,NA,gkg,0.259,30,0.0079615,,
Guim,0561,10.1016/j.still.2020.104863,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,6.46,9.11,0.7059516857,0.9955448694,1,1.3366693,1.325188,,,,,,10,20,subsoil,0,1,0,Inceptisols,0,1,0,0,0,0,0-20,40.75,19.50,39.75,1.06,5.35,NA,winter,0,0,0,1,Lavras,-21.2393889,-44.96905556,olive,0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,2,3,3,NA,0,0,31.26,inorganic,NA,gkg,0.344,41,0.0079615,,
Land,0736,10.3232/SJSS.2020.V10.N2.03,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,13.4,14.8,1.464357986,1.617350611,1,NA,NA,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,fall,0,0,1,0,Marcos Juarez INTA Experimental Station,-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,common vetch,0,1,0,0,0,0,0,NA,NA,1.702035,NA,winter,0,0,0,1,0,1,9,3,no-till,0,1,0,NA,NA,gkg,0.099,10,0.0079615,,
Land,0737,10.3232/SJSS.2020.V10.N2.03,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,13.4,14.7,1.464357986,1.606422566,1,NA,NA,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,fall,0,0,1,0,Marcos Juarez INTA Experimental Station,-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,hairy vetch,0,1,0,0,0,0,0,NA,NA,2.6006233,NA,winter,0,0,0,1,0,1,9,3,no-till,0,1,0,NA,NA,gkg,0.093,10,0.0079615,,
Land,0738,10.3232/SJSS.2020.V10.N2.03,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,13.4,13.1,1.464357986,1.431573852,1,NA,NA,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,fall,0,0,1,0,Marcos Juarez INTA Experimental Station,-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch,triticale",0,0,1,0,0,0,0,NA,NA,3.2800798,NA,winter,0,0,0,1,0,2,9,3,no-till,0,1,0,NA,NA,gkg,-0.023,-2,0.0079615,,
Land,0739,10.3232/SJSS.2020.V10.N2.03,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,13.4,14,1.464357986,1.529926254,1,NA,NA,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,fall,0,0,1,0,Marcos Juarez INTA Experimental Station,-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,triticale,1,0,0,0,0,0,0,NA,NA,3.6585034,NA,winter,0,0,0,1,0,1,9,3,no-till,0,1,0,NA,NA,gkg,0.044,4,0.0079615,,
Land,0740,10.3232/SJSS.2020.V10.N2.03,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,13.4,14.3,1.464357986,1.562710388,1,NA,NA,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,fall,0,0,1,0,Marcos Juarez INTA Experimental Station,-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,3.1837546,NA,winter,0,0,0,1,0,1,9,3,no-till,0,1,0,NA,NA,gkg,0.065,7,0.0079615,,
Nasc,0919,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,16.6,15.9,1.814055415,1.737559103,1,NA,NA,,,,,,10,20,subsoil,0,1,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Panicum maximum,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,-0.043,-4,0.0079615,,
Nasc,0920,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,16.6,16.2,1.814055415,1.770343237,1,NA,NA,,,,,,10,20,subsoil,0,1,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Brachiaria ruziziensis,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,-0.024,-2,0.0079615,,
Nasc,0921,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,16.6,15.5,1.814055415,1.693846924,1,NA,NA,,,,,,10,20,subsoil,0,1,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Brachiaria brizantha,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,-0.069,-7,0.0079615,,
Nasc,0922,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,16.6,17.9,1.814055415,1.956119996,1,NA,NA,,,,,,10,20,subsoil,0,1,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,millet,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,0.075,8,0.0079615,,
Nasc,0923,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,17.8,16.8,1.945191951,1.835911505,1,NA,NA,,,,,,10,20,subsoil,0,1,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Brachiaria brizantha,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,conventional,1,0,55,organic,NA,gkg,-0.058,-6,0.0079615,,
Neto,0938,10.1016/j.geodrs.2020.e00347,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,12.1,11.2,1.322293405,1.223941003,1,1.4,1.3,,,,,,10,20,subsoil,0,1,0,Oxisols,0,0,0,1,0,0,0-20,46.90,9.10,44.00,0.75,4.2,CaCl2,spring,1,0,0,0,Botucatu,-22.8166667,-48.38333333,soybean-corn-rice-common bean,0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,5,7,4,no-till,0,1,NA,NA,NA,gkg,-0.077,-7,0.0059711,,
Rigo,0972,10.2489/jswc.2020.00188,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,0.0175,0.0177,0.001912407817,0.001934263907,1,1.37,1.37,,,,,,10,20,subsoil,0,1,0,Alfisols,1,0,0,0,0,0,0-20,10.40,24.10,65.00,NA,4.8,CaCl2,fall,0,0,1,0,"Botucatu, Sao Paulo",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,sunn hemp,0,1,0,0,0,0,0,NA,NA,NA,NA,spring,1,0,0,0,0,1,12,4,conventional,1,0,0,NA,NA,gkg,0.011,1,0.0059711,all plots got one of two winter cover crops (triticale or sunflower),
Rigo,0973,10.2489/jswc.2020.00188,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,0.0175,0.0165,0.001912407817,0.001803127371,1,1.37,1.37,,,,,,10,20,subsoil,0,1,0,Alfisols,1,0,0,0,0,0,0-20,10.40,24.10,65.00,NA,4.8,CaCl2,fall,0,0,1,0,"Botucatu, Sao Paulo",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,forage sorghum,1,0,0,0,0,0,0,NA,NA,NA,NA,spring,1,0,0,0,0,1,12,4,conventional,1,0,0,NA,NA,gkg,-0.059,-6,0.0059711,all plots got one of two winter cover crops (triticale or sunflower),
Rigo,0974,10.2489/jswc.2020.00188,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,0.0175,0.0163,0.001912407817,0.001781271281,1,1.37,1.37,,,,,,10,20,subsoil,0,1,0,Alfisols,1,0,0,0,0,0,0-20,10.40,24.10,65.00,NA,4.8,CaCl2,fall,0,0,1,0,"Botucatu, Sao Paulo",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,pearl millet,1,0,0,0,0,0,0,NA,NA,NA,NA,spring,1,0,0,0,0,1,12,4,conventional,1,0,0,NA,NA,gkg,-0.071,-7,0.0059711,all plots got one of two winter cover crops (triticale or sunflower),
Sala,1083,10.36783/18069657rbcs20200103,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,9.9,9.8,0.5,0.1,,1.24,1.19,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,0-20,18.25,57.75,23.75,NA,NA,NA,spring,1,0,0,0,Pergamino Experimental Station,-33.85,-60.66666667,soybean,0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,2,31,3,no-till,0,1,0,NA,NA,gkg,-0.010,-1,0.0008850,row,
Sala,1084,10.36783/18069657rbcs20200103,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,9.9,9.5,0.5,0.5,,1.2,1.2,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,0-20,18.25,57.75,23.75,NA,NA,NA,spring,1,0,0,0,Pergamino Experimental Station,-33.85,-60.66666667,soybean,0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,2,31,3,no-till,0,1,0,NA,NA,gkg,-0.041,-4,0.0017736,inter-row,
Yao19,1297,10.2136/sssaj2019.03.0089,combo,0,0,0,0,1,size and density,0,0,1,Asia,0,1,0,0,0,0,China,direct,1,0,total organic matter,0,TOC,9.509202,10.511248,0.2125226341,0.2833617801,,NA,NA,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,0-20,NA,NA,24.00,0.83,8.11,water,summer,0,1,0,0,Agricultural Technology Demonstration Center of Changwu County,35.2,107.7333333,winter wheat,1,0,0,0,0,1,Huai bean,0,1,0,0,0,0,0,NA,NA,NA,NA,summer,0,1,0,0,0,1,8,3,conventional,1,0,101.25,NA,NA,gkg,0.100,11,0.0004087,,
Yao19,1298,10.2136/sssaj2019.03.0089,combo,0,0,0,0,1,size and density,0,0,1,Asia,0,1,0,0,0,0,China,direct,1,0,total organic matter,0,TOC,9.509202,10.143149,0.2125226341,0.2832786416,,NA,NA,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,0-20,NA,NA,24.00,0.83,8.11,water,summer,0,1,0,0,Agricultural Technology Demonstration Center of Changwu County,35.2,107.7333333,winter wheat,1,0,0,0,0,1,soybean,0,1,0,0,0,0,0,NA,NA,NA,NA,summer,0,1,0,0,0,1,8,3,conventional,1,0,101.25,NA,NA,gkg,0.065,7,0.0004265,,
Yao19,1299,10.2136/sssaj2019.03.0089,combo,0,0,0,0,1,size and density,0,0,1,Asia,0,1,0,0,0,0,China,direct,1,0,total organic matter,0,TOC,9.509202,9.795501,0.2125226341,0.4250435361,,NA,NA,,,,,,10,20,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,0-20,NA,NA,24.00,0.83,8.11,water,summer,0,1,0,0,Agricultural Technology Demonstration Center of Changwu County,35.2,107.7333333,winter wheat,1,0,0,0,0,1,mung bean,0,1,0,0,0,0,0,NA,NA,NA,NA,summer,0,1,0,0,0,1,8,3,conventional,1,0,101.25,NA,NA,gkg,0.030,3,0.0007941,,
Zana,1360,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,8.6,9.9,0.9398118416,1.081876422,1,NA,NA,,,,,,10,20,subsoil,0,1,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,conventional,1,0,0,organic,NA,gkg,0.141,15,0.0079615,,
Zana,1361,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,9.4,10.2,1.027236199,1.114660556,1,NA,NA,,,,,,10,20,subsoil,0,1,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,conventional,1,0,180,organic,NA,gkg,0.082,9,0.0079615,,
Zana,1362,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,8.4,9.1,0.9179557523,0.994452065,1,NA,NA,,,,,,10,20,subsoil,0,1,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,no-till,0,1,0,organic,NA,gkg,0.080,8,0.0079615,,
Zana,1363,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,8.1,9.2,0.8851716183,1.00538011,1,NA,NA,,,,,,10,20,subsoil,0,1,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,no-till,0,1,180,organic,NA,gkg,0.127,14,0.0079615,,
Cate,0228,10.1016/j.agee.2019.106649,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,POC,2.02,1.69,0.5590169944,0.491934955,,NA,NA,,,,,,10,25,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Arlington Agricultural Research Station,43.2958333,-89.38,maize,1,0,0,0,0,1,bluegrass,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,3,5,conventional,1,0,NA,NA,0,gkg,-0.178,-16,0.0322633,harvested for grain,
Cate,0229,10.1016/j.agee.2019.106649,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,POC,2.02,1.33,0.5590169944,0.3354101966,,NA,NA,,,,,,10,25,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Arlington Agricultural Research Station,43.2958333,-89.38,maize,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,5,conventional,1,0,NA,NA,0,gkg,-0.418,-34,0.0280369,harvested for grain,
Cate,0230,10.1016/j.agee.2019.106649,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,POC,1.37,1.26,0.2236067977,0.201246118,,NA,NA,,,,,,10,25,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Arlington Agricultural Research Station,43.2958333,-89.38,maize,1,0,0,0,0,1,bluegrass,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,3,5,conventional,1,0,NA,NA,100,gkg,-0.084,-8,0.0104300,harvested for silage,
Cate,0231,10.1016/j.agee.2019.106649,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,POC,1.37,1.22,0.2236067977,0.2459674775,,NA,NA,,,,,,10,25,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Arlington Agricultural Research Station,43.2958333,-89.38,maize,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,5,conventional,1,0,NA,NA,100,gkg,-0.116,-11,0.0134575,harvested for silage,
Cate,0236,10.1016/j.agee.2019.106649,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,POM,55.6,52.5,8.720665112,8.94427191,,NA,NA,,,,,,10,25,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Arlington Agricultural Research Station,43.2958333,-89.38,maize,1,0,0,0,0,1,bluegrass,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,3,5,conventional,1,0,NA,NA,0,gkg,-0.057,-6,0.0107252,harvested for grain,
Cate,0237,10.1016/j.agee.2019.106649,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,POM,55.6,48.1,8.720665112,6.93181073,,NA,NA,,,,,,10,25,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Arlington Agricultural Research Station,43.2958333,-89.38,maize,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,5,conventional,1,0,NA,NA,0,gkg,-0.145,-13,0.0090738,harvested for grain,
Cate,0238,10.1016/j.agee.2019.106649,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,POM,47.3,52.8,4.024922359,3.577708764,,NA,NA,,,,,,10,25,subsoil,0,1,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Arlington Agricultural Research Station,43.2958333,-89.38,maize,1,0,0,0,0,1,bluegrass,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,3,5,conventional,1,0,NA,NA,100,gkg,0.110,12,0.0023665,harvested for silage,
