"","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"750",750,"deCa",330,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.28150134,1.355246523,0.1400430389,0.1481019455,1,1.243333333,1.318333333,4.78,5.36,NA,NA,NA,0,30,NA,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"reduced or no-till",0,1,60,NA,NA,"gkg",0.056,6,0.0079615,"","",19.3,1752,NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,9
"760",760,"Baye09",108,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.5555555556,0.4605263158,0.06071135928,0.05032652151,NA,1.44,1.52,NA,NA,NA,NA,NA,2.5,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,"winter",0,0,0,1,0,2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.188,-17,0.0119422,"","",19.4,1654,"surface","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.69,8,NA,2
"761",761,"Baye09",109,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.5555555556,0.641025641,0.06071135928,0.0700515684,NA,1.44,1.56,NA,NA,NA,NA,NA,2.5,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,"winter",0,0,0,1,0,2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.143,15,0.0119422,"","",19.4,1654,"surface","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.35,8,NA,2
"762",762,"Baye09",110,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.5555555556,1.438356164,0.06071135928,0.1571842042,NA,1.44,1.46,NA,NA,NA,NA,NA,2.5,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"mucuna",0,1,0,0,0,0,0,NA,NA,2,0.72,"summer",0,1,0,0,0,1,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.951,159,0.0119422,"","",19.4,1654,"surface","cereal","cereal","legume","legume",66,25.3,8.7,NA,NA,1,2,8,NA,2
"763",763,"Zana",1332,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.35,0.4,0.03824815635,0.04371217868,1,NA,NA,NA,NA,NA,NA,NA,2.5,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"conventional",1,0,0,"organic",NA,"gkg",0.134,14,0.0079615,"","",18.9,1381,"surface","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,3
"764",764,"Zana",1333,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.48,0.7,0.05245461442,0.07649631269,1,NA,NA,NA,NA,NA,NA,NA,2.5,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"conventional",1,0,180,"organic",NA,"gkg",0.377,46,0.0079615,"","",18.9,1381,"surface","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,180,3
"765",765,"Zana",1334,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.88,1,0.0961667931,0.1092804467,1,NA,NA,NA,NA,NA,NA,NA,2.5,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"reduced or no-till",0,1,0,"organic",NA,"gkg",0.128,14,0.0079615,"","",18.9,1381,"surface","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,3
"766",766,"Zana",1335,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.8,1.32,0.08742435736,0.1442501896,1,NA,NA,NA,NA,NA,NA,NA,2.5,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"reduced or no-till",0,1,180,"organic",NA,"gkg",0.501,65,0.0079615,"","",18.9,1381,"surface","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,180,3
"778",778,"Baye01",69,"10.2136/sssaj2001.6551473x","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",1.126760563,1.818181818,0.1231328977,0.1986917213,1,1.42,1.54,0.8,1.4,NA,NA,NA,2.5,7.5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Experimental Station of the Feteral University of Rio Grande do Sul",-30.8477778,-51.63555556,"corn",1,0,0,0,0,1,"oat, vetch, cowpea",0,0,1,0,0,0,0,NA,NA,5.14,0.47,"winter and summer",0,1,0,1,0,3,12,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.478,61,0.0079615,"","",18.9,1372,"surface","cereal","cereal","grass+legume","grass+legume",54,24,22,NA,NA,3,5.14,12,NA,1
"779",779,"Baye01",70,"10.2136/sssaj2001.6551473x","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",1.126760563,3.021582734,0.1231328977,0.3301999109,1,1.42,1.39,0.8,2.1,NA,NA,NA,2.5,7.5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Experimental Station of the Feteral University of Rio Grande do Sul",-30.8477778,-51.63555556,"corn",1,0,0,0,0,1,"cajanus",0,1,0,0,0,0,0,NA,NA,5.8,0.47,"year-round",0,0,0,0,1,1,12,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.986,168,0.0079615,"","",18.9,1372,"surface","cereal","cereal","legume","legume",54,24,22,NA,NA,1,5.8,12,NA,1
"782",782,"Mott",799,"10.1080/00103620701663065","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",201,215,21.96536979,23.49529604,1,NA,NA,NA,NA,NA,NA,NA,3,6,"surface",1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Alabama Agriculture Experiment Station",34.6916667,-86.89027778,"cotton",0,0,0,1,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,21,4,"conventional",1,0,80,"inorganic",NA,"gkg",0.067,7,0.0059711,"","",15.3,1423,"surface","other row crop","other row crop","grass","grass",NA,NA,NA,NA,NA,1,NA,21,80,5
"783",783,"Mott",800,"10.1080/00103620701663065","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",167,193,18.2498346,21.09112621,1,NA,NA,NA,NA,NA,NA,NA,3,6,"surface",1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Alabama Agriculture Experiment Station",34.6916667,-86.89027778,"cotton",0,0,0,1,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,9,4,"reduced or no-till",0,1,80,"inorganic",NA,"gkg",0.145,16,0.0059711,"","",15.3,1423,"surface","other row crop","other row crop","grass","grass",NA,NA,NA,NA,NA,1,NA,9,80,5
"789",789,"Baye09",111,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.3355704698,0.2906976744,0.03667129084,0.03176757172,NA,1.49,1.72,NA,NA,NA,NA,NA,5,7.5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,"winter",0,0,0,1,0,2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.144,-13,0.0119422,"","",19.4,1654,"surface","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.69,8,NA,2
"790",790,"Baye09",112,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.3355704698,0.4402515723,0.03667129084,0.04811088848,NA,1.49,1.59,NA,NA,NA,NA,NA,5,7.5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,"winter",0,0,0,1,0,2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.272,31,0.0119422,"","",19.4,1654,"surface","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.35,8,NA,2
"791",791,"Baye09",113,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.3355704698,0.3571428571,0.03667129084,0.03902873096,NA,1.49,1.68,NA,NA,NA,NA,NA,5,7.5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"mucuna",0,1,0,0,0,0,0,NA,NA,2,0.72,"summer",0,1,0,0,0,1,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.062,6,0.0119422,"","",19.4,1654,"surface","cereal","cereal","legume","legume",66,25.3,8.7,NA,NA,1,2,8,NA,2
"822",822,"Balb",21,"10.1590/S0100-204X2011001000032","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",43.5,52.37,4.753699431,5.723016994,1,1.07,1.07,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",5,44.4,50.6,2.87,5.25,NA,"spring",1,0,0,0,"North Plateau of Santa Catarina State",-26.4833333,-50.4,"corn-common bean-soybean",0,0,1,0,0,3,"black oat, ryegrass, vetch ",0,0,1,0,0,0,0,NA,NA,1.996875,NA,"winter",0,0,0,1,0,3,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.186,20,0.0079615,"","",16.7,1495,"surface","cereal+legume","cereal+legume","grass+legume","grass+legume",5,44.4,50.6,2.87,5.25,3,1.996875,4,0,20
"823",823,"Balb",22,"10.1590/S0100-204X2011001000032","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",43.5,50.35,4.753699431,5.502270491,1,1.07,1.04,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",5,44.4,50.6,2.87,5.25,NA,"spring",1,0,0,0,"North Plateau of Santa Catarina State",-26.4833333,-50.4,"corn-common bean-soybean",0,0,1,0,0,3,"oilseed radish",0,0,0,1,0,0,0,NA,NA,1.17225,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.146,16,0.0079615,"","",16.7,1495,"surface","cereal+legume","cereal+legume","brassica","brassica",5,44.4,50.6,2.87,5.25,1,1.17225,4,0,20
"824",824,"Belt21",192,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",NA,NA,NA,NA,NA,NA,NA,0.711,0.984,0.04387822776,0.06072598609,1,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,54.5,26.9,18.6,NA,5.6,"water","spring",1,0,0,0,"Villegas coarse textured soil",-34.9,-62.06666667,"soybean",0,1,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,2.01,NA,"winter",0,0,0,1,0,1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",0.325,38,0.002539,"","",15.7,833,"surface","legume","legume","grass","grass",54.5,26.9,18.6,NA,5.6,1,2.01,8,NA,6
"825",825,"Belt21",193,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",NA,NA,NA,NA,NA,NA,NA,2.984,2.875,0.1841527871,0.1774260264,1,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,23.6,56.9,19.5,NA,5.7,"water","spring",1,0,0,0,"Balcarce fine-textured soil with high temperature and rainfall",-37.75,-58.25,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,1.96,NA,"winter",0,0,0,1,0,1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",-0.037,-4,0.002539,"","",14,827,"surface","legume","legume","grass","grass",23.6,56.9,19.5,NA,5.7,1,1.96,8,NA,6
"826",826,"Belt21",194,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",NA,NA,NA,NA,NA,NA,NA,1.842,2.015,0.1136760837,0.124352502,1,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,8.3,70.8,20.9,NA,6,"water","spring",1,0,0,0,"Oliveros fine-textured soil with low temperature and rainfall",-32.5333333,-60.86666667,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,1.58,NA,"winter",0,0,0,1,0,1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",0.09,9,0.002539,"","",17.4,993,"surface","legume","legume","grass","grass",8.3,70.8,20.9,NA,6,1,1.58,8,NA,6
"827",827,"Cast",217,"10.2136/vzj2014.07.0093","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.39,3.53,0.3704607143,0.3857599769,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,"0-20",46.9,9.1,44,NA,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8,-48.41666667,"soybean, corn, rice",0,0,1,0,0,3,"pearl millet, pigeon pea, sunn hemp, lupine bean",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,4,5,8,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.04,4,0.0029856,"","",20.6,1283,"surface","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,NA,4.2,4,NA,5,NA,7
"828",828,"Conc",280,"10.1016/j.still.2013.01.006","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",1.401273885,2.038216561,0.07656591807,0.1113686081,NA,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Eldorado do Sul",-31.4194444,-52.40555556,"corn",1,0,0,0,0,1,"vetch, cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"conventional",1,0,0,NA,NA,"gkg",0.375,45,0.0019904,"","",17.8,1428,"surface","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,8
"829",829,"Conc",281,"10.1016/j.still.2013.01.006","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",1.19760479,1.676646707,0.06543739323,0.09161235053,NA,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Eldorado do Sul",-31.4194444,-52.40555556,"corn",1,0,0,0,0,1,"vetch, cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.336,40,0.0019904,"","",17.8,1428,"surface","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,8
"830",830,"deCa",331,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.779527559,2.136363636,0.1944675666,0.2334627725,1,1.27,1.32,1.13,1.41,NA,NA,NA,5,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"conventional",1,0,60,NA,NA,"gkg",0.183,20,0.0079615,"","",19.3,1752,"surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,9
"831",831,"deCa",332,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.8421052632,1.05511811,0.09202563933,0.1153037784,1,1.33,1.27,0.56,0.67,NA,NA,NA,5,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"reduced or no-till",0,1,60,NA,NA,"gkg",0.226,25,0.0079615,"","",19.3,1752,"surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,9
"832",832,"Duva",417,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.377,1.49,0.07523958755,0.08141393279,1,1.33,1.33,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,3.25,NA,"winter",0,0,0,1,0,1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.079,8,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"surface","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.25,5,0,10
"833",833,"Duva",418,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.377,1.376,0.07523958755,0.07518494733,1,1.33,1.33,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,3.27,NA,"winter",0,0,0,1,0,1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.001,0,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"surface","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.27,5,0,10
"834",834,"Duva",419,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.377,1.483,0.07523958755,0.08103145123,1,1.33,1.33,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,"winter",0,0,0,1,0,2,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.074,8,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"surface","legume","legume","grass+legume","grass+legume",10.2,69.9,19.9,1.66,NA,2,2.68,5,0,10
"835",835,"Duva",420,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.377,1.318,0.07523958755,0.07201581438,1,1.33,1.33,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,1.75,NA,"winter",0,0,0,1,0,1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.044,-4,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"surface","legume","legume","legume","legume",10.2,69.9,19.9,1.66,NA,1,1.75,5,0,10
"836",836,"Garc13",512,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.08,2.25,0.1180228824,0.2458810051,1,1.39,1.36,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sorghum-sudangrass",1,0,0,0,0,0,0,NA,NA,2.8305,NA,"spring",1,0,0,0,0,2,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.734,108,0.0019904,"","",20.6,1283,"surface","legume","legume","grass","grass",46.2,9.95,43.85,1.81,5.3,2,2.8305,3,0,23
